id,split,training_eligible,exclusion_reason,source,source_id,category,input_text,target_text,part_of_speech,variants,quality_status
wiktionary-02147,train,true,,wiktionary,2147,lexicon,кӏэдзапӏэ,"beginning, start",verb,кӏэдзапӏэ,accepted
wiktionary-02148,train,true,,wiktionary,2148,lexicon,кӏэдэн,"to sew a sole on, to sole (a shoe)",verb,кӏэдэн,accepted
wiktionary-02149,train,true,,wiktionary,2149,lexicon,кӏэегъулъын,to shay away,verb,кӏэегъулъын,accepted
wiktionary-02150,validation,true,,wiktionary,2150,lexicon,кӏэен,to smear ; to daub all over,verb,кӏэен | еин | иен,accepted
wiktionary-02151,train,true,,wiktionary,2151,lexicon,кӏэзэзын,"to shiver, to tremble",verb,кӏэзэзын,accepted
wiktionary-02152,train,true,,wiktionary,2152,lexicon,кӏэй,"vale, dale",noun,кӏэй | кӏьэйэр | кӏэйэхэкӏэ | кӏьэйэкӏэ | кӏьэйэхэр | кӏьэйэм | кӏьэйэхэм | кӏэйэ | кӏэйэхэмэ | кӏэйэхэр | кӏэйэхэм | кӏьэйэхыу | кӏьэйыу | кӏэйэр | кӏэйэхыу | кӏэйэхэ | кӏьэйэ | кӏьэйэхэкӏэ | кӏэйыу | кӏэйэм | кӏьэйэхэмэ | кӏьэй | кӏьэйэхэ | кӏэйэкӏэ,accepted
wiktionary-02153,train,true,,wiktionary,2153,lexicon,кӏэкъэпс,brand new,adj,кӏэкъэпс,accepted
wiktionary-02154,excluded_review_required,false,missing_target_text,wiktionary,2154,lexicon,кӏэкӏьащын,,,кӏэкӏьащын | кӏэкӏьащынхэм | кӏэкӏьащынхэмэ | кӏэкӏьащынхыу | кӏэкӏьащынхэр | кӏэкӏьащынм | кӏэкӏьащынхэ | кӏэкӏьащыну | кӏэкӏьащынр | кӏэкӏьащынхэкӏэ | кӏэкӏьащынкӏэ,review_required
wiktionary-02155,train,true,,wiktionary,2155,lexicon,кӏэкӏэн,to pour in,verb,кӏэкӏэн,accepted
wiktionary-02156,train,true,,wiktionary,2156,lexicon,кӏэлъыкӏон,"to follow, to walk after",verb,кӏэлъыкӏон,accepted
wiktionary-02157,train,true,,wiktionary,2157,lexicon,кӏэлъыон,to scoff someone,verb,кӏэлъыон | кӏьэлъыон | кӏэлъыун | кӏьэлъыун,accepted
wiktionary-02158,train,true,,wiktionary,2158,lexicon,кӏэлъэтэкьын,to slip and fall,verb,кӏэлъэтэкьын,accepted
wiktionary-02159,validation,true,,wiktionary,2159,lexicon,кӏэлъэӏун,"to call for ; to ask for, to beg for",verb,кӏэлъэӏун,accepted
wiktionary-02160,train,true,,wiktionary,2160,lexicon,кӏэлэ,some sort of expression that is used when someone wants to point something angrily or sarcastically or from excitement,intj,кӏэлэ,accepted
wiktionary-02161,train,true,,wiktionary,2161,lexicon,кӏэлэ-гъуал,child,noun,кӏэлэ-гъуал | кӏэлэ-гъуалхэмэ | кӏэлэ-гъуалм | кӏэлэ-гъуалхэ | кӏэлэ-гъуалхэкӏэ | кӏэлэ-гъуалхэм | кӏэлэ-гъуалкӏэ | кӏэлэ-гъуалр | кӏэлэ-гъуалхэр | кӏэлэ-гъуалхыу | кӏэлэ-гъуалу,accepted
wiktionary-02162,train,true,,wiktionary,2162,lexicon,кӏэлэгъу,childhood ; youth,noun,кӏэлэгъу | кӏэлэгъуэхэмэ | кӏэлэгъуэм | кӏэлэгъуэхэ | кӏэлэгъуэр | кӏэлэгъуэхэр | кӏэлэгъуэкӏэ | кӏэлэгъуэ | кӏэлэгъуэхэм | кӏэлэгъухыу | кӏэлэгъуыу | кӏэлэгъуэхэкӏэ,accepted
wiktionary-02163,train,true,,wiktionary,2163,lexicon,кӏэлэегъадж,teacher,noun,кӏэлэегъадж | кӏэлэегъагьэм | кӏэлэегъагьэхэм | кӏэлэегъаджэ | кӏэлэегъагьэхэкӏэ | кӏэлэегъаджэкӏэ | кӏэлэегъагьэ | кӏэлэегъагьэкӏэ | кӏэлэегъаджэм | кӏэлэегъаджыу | кӏэлэегъаджэхэмэ | кӏэлэегъагьэхэмэ | кӏэлэегъаджэхэкӏэ | кӏэлэегъагьэхэ | кӏэлэегъаджэхэм | кӏэлэегъагь | кӏэлэегъагьэхэр | кӏэлэегъаджэхэ | кӏэлэегъаджэр | кӏэлэегъагьэр | кӏэлэегъагьэхыу | кӏэлэегъаджэхэр | кӏэлэегъагьыу | кӏэлэегъаджэхыу,accepted
wiktionary-02164,train,true,,wiktionary,2164,lexicon,кӏэлэеджакӏо,pupil,noun,кӏэлэеджакӏо | кӏэлэегьакӏохэр | кӏэлэеджакӏом | кӏэлэегьакӏом | кӏэлэегьакӏокӏэ | кӏэлэеджакӏохэм | кӏэлэеджакӏохэ | кӏэлэеджакӏохэр | кӏэлэегьакӏохэ | кӏэлэеджакӏоу | кӏэлэегьакӏохэкӏэ | кӏэлэеджакӏокӏэ | кӏэлэеджакӏохэкӏэ | кӏэлэеджакӏохыу | кӏэлэегьакӏо | кӏэлэегьакӏохэм | кӏэлэегьакӏохыу | кӏэлэеджакӏор | кӏэлэегьакӏоу | кӏэлэегьакӏор | кӏэлэегьакӏохэмэ | кӏэлэеджакӏохэмэ,accepted
wiktionary-02165,train,true,,wiktionary,2165,lexicon,кӏэлэхъу,boy,noun,кӏэлэхъу,accepted
wiktionary-02166,train,true,,wiktionary,2166,lexicon,кӏэлэхъуцӏыкӏу,little boy,noun,кӏэлэхъуцӏыкӏу,accepted
wiktionary-02167,train,true,,wiktionary,2167,lexicon,кӏэмгуе,Temirgoy (Circassian tribe),noun,кӏэмгуе | кӏьэмгуе,accepted
wiktionary-02168,train,true,,wiktionary,2168,lexicon,кӏэн,hemp,noun,кӏэн,accepted
wiktionary-02169,train,true,,wiktionary,2169,lexicon,кӏэнкӏэ,egg ; testicle,noun,кӏэнкӏэ | кӏьакӏьэхэм | кӏэнкӏэу | кӏьакӏьэхэ | кӏэнкӏэхэр | кӏэнкӏэхэ | кӏьакӏьэр | кӏьакӏьэм | кӏэнкӏэм | кӏьакӏьэхыу | кӏьакӏьэкӏэ | кӏэнкӏэр | кӏэнкӏэхыу | кӏьакӏьэ | кӏэнкӏэхэкӏэ | кӏьакӏьэхэкӏэ | кӏэнкӏэхэм | кӏьакӏьэхэмэ | кӏэнкӏэхэмэ | кӏэнкӏэкӏэ | кӏьакӏьэхэр | кӏьакӏьэу,accepted
wiktionary-02170,train,true,,wiktionary,2170,lexicon,кӏэнкӏэжъапхъэ,omelette,noun,кӏэнкӏэжъапхъэ | кӏэнкӏэжъапхъэм | кӏэнкӏэжъапхъэхэр | кӏэнкӏэжъапхъэхэкӏэ | кӏэнкӏэжъапхъэхэмэ | кӏэнкӏэжъапхъэхэм | кӏэнкӏэжъапхъэу | кӏэнкӏэжъапхъэр | кӏэнкӏэжъапхъэкӏэ | кӏэнкӏэжъапхъэхэ | кӏэнкӏэжъапхъэхыу,accepted
wiktionary-02171,validation,true,,wiktionary,2171,lexicon,кӏэнлъэ,whip,noun,кӏэнлъэ | кӏьэнлъэхэкӏэ | кӏьэнлъэкӏэ | кӏьэнлъэхыу | кӏьэнлъэу | кӏьэнлъэхэм | кӏьэнлъэм | кӏьэнлъэхэмэ | кӏьэнлъэр | кӏьэнлъэ | кӏьэнлъэхэр | кӏьэнлъэхэ,accepted
wiktionary-02172,train,true,,wiktionary,2172,lexicon,кӏэнэкӏэн,"to ridicule, to mock ; to make a little joke, to poke fun",verb,кӏэнэкӏэн,accepted
wiktionary-02173,validation,true,,wiktionary,2173,lexicon,кӏэп,"(botany) cannabis, hemp",noun,кӏэп,accepted
wiktionary-02174,train,true,,wiktionary,2174,lexicon,кӏэпхъ,squirrel,noun,кӏэпхъ | кӏэпхъэхэ | кӏэпхъэр | кӏэпхъэм | кӏэпхъэкӏэ | кӏэпхъэхэм | кӏэпхъэхыу | кӏэпхъэхэкӏэ | кӏэпхъэ | кӏэпхъыу | кӏэпхъэхэр | кӏэпхъэхэмэ,accepted
wiktionary-02175,test,true,,wiktionary,2175,lexicon,кӏэпхын,skirt,noun,кӏэпхын | кӏэпхынэхэм | кӏэпхынэр | кӏэпхынэм | кӏэпхыныу | кӏэпхынэхэр | кӏэпхынэкӏэ | кӏэпхынэхэмэ | кӏэпхынэхыу | кӏэпхынэ | кӏэпхынэхэ | кӏэпхынэхэкӏэ,accepted
wiktionary-02176,train,true,,wiktionary,2176,lexicon,кӏэпщы,horsewhip,noun,кӏэпщы | кӏэпщэхэмэ | кӏэпщэхэкӏэ | кӏэпщэхэ | кӏэпщэм | кӏэпщэхэм | кӏэпщэхыу | кӏэпщ | кӏэпщэхэр | кӏэпщэ | кӏэпщэр | кӏэпщэкӏэ | кӏэпщыу,accepted
wiktionary-02177,train,true,,wiktionary,2177,lexicon,кӏэпы,"cannabis, hemp",noun,кӏэпы,accepted
wiktionary-02178,train,true,,wiktionary,2178,lexicon,кӏэракӏ,well-dressed (of a person),adj,кӏэракӏ | кӏэракӏэм | кӏэракӏэ | кӏэракӏэкӏэ | кӏэракӏэхэкӏэ | кӏэракӏэхэр | кӏэракӏэр | кӏэракӏэхэм | кӏэракӏэхэмэ | кӏэракӏыу | кӏэракӏэхэ | кӏэракӏэхыу,accepted
wiktionary-02179,train,true,,wiktionary,2179,lexicon,кӏэрахъо,gun ; rifle ; fire arm,noun,кӏэрахъо | кӏэрахъор | кӏэрахъохэкӏэ | кӏьэрахъо | кӏэрахъохэм | кӏьэрахъом | кӏьэрахъохэм | кӏэрахъом | кӏэрахъокӏэ | кӏьэрахъохэр | кӏьэрахъохыу | кӏьэрахъохэмэ | кӏэрахъохыу | кӏьэрахъокӏэ | кӏьэрахъор | кӏэрахъохэр | кӏьэрахъоу | кӏьэрахъохэ | кӏэрахъоу | кӏьэрахъохэкӏэ | кӏэрахъохэмэ | кӏэрахъохэ,accepted
wiktionary-02180,train,true,,wiktionary,2180,lexicon,кӏэрхъон,swing,noun,кӏэрхъон | кӏэрхъонэхэмэ | кӏэрхъонэхэ | кӏэрхъонэр | кӏэрхъонэм | кӏэрхъонэхэкӏэ | кӏэрхъонэкӏэ | кӏэрхъонэхэр | кӏэрхъонэхэм | кӏэрхъонэ | кӏэрхъоныу | кӏэрхъонэхыу,accepted
wiktionary-02181,train,true,,wiktionary,2181,lexicon,кӏэрыкӏэу,"again ; again (from the beginning, from scratch)",adv,кӏэрыкӏэу,accepted
wiktionary-02182,train,true,,wiktionary,2182,lexicon,кӏэрэон,"to whirl, to twirl",verb,кӏэрэон,accepted
wiktionary-02183,train,true,,wiktionary,2183,lexicon,кӏэрэхъоцыкӏу,"handgun, pistol",noun,кӏэрэхъоцыкӏу | кӏэрэхъоцыкӏуэм | кӏэрэхъоцыкӏуэкӏэ | кӏэрэхъоцыкӏуыу | кӏэрэхъоцыкӏуэхэр | кӏэрэхъоцыкӏуэхэкӏэ | кӏэрэхъоцыкӏуэхэм | кӏэрэхъоцыкӏухыу | кӏэрэхъоцыкӏуэ | кӏэрэхъоцыкӏуэр | кӏэрэхъоцыкӏуэхэмэ | кӏэрэхъоцыкӏуэхэ,accepted
wiktionary-02184,validation,true,,wiktionary,2184,lexicon,кӏэсэн,to like,verb,кӏэсэн,accepted
wiktionary-02185,train,true,,wiktionary,2185,lexicon,кӏэтал,fork,noun,кӏэтал | кӏэталэкӏэ | кӏэталэхэм | кӏэталэм | кӏэталэхыу | кӏэталэ | кӏэталэхэ | кӏэталэхэмэ | кӏэталыу | кӏэталэхэр | кӏэталэр | кӏэталэхэкӏэ,accepted
wiktionary-02186,train,true,,wiktionary,2186,lexicon,кӏэтхъун,"to shovel out, to rake out, to remove by shoveling or raking",verb,кӏэтхъун,accepted
wiktionary-02187,train,true,,wiktionary,2187,lexicon,кӏэтыку,narrow corner,noun,кӏэтыку | кӏэтыкуэкӏэ | кӏэтыкуэм | кӏэтыкухыу | кӏэтыкуэхэкӏэ | кӏэтыкуэхэр | кӏэтыкуыу | кӏэтыкуэхэм | кӏэтыкуэр | кӏэтыкуэхэмэ | кӏэтыкуэхэ | кӏэтыкуэ,accepted
wiktionary-02188,train,true,,wiktionary,2188,lexicon,кӏэтыщх,"a Jewish person, a Jew",noun,кӏэтыщх | кӏэтыщхэхыу | кӏэтыщхэм | кӏэтыщхэкӏэ | кӏэтыщхэхэм | кӏэтыщхыу | кӏэтыщхэхэ | кӏэтыщхэр | кӏэтыщхэхэр | кӏэтыщхэ | кӏэтыщхэхэкӏэ | кӏэтыщхэхэмэ,accepted
wiktionary-02189,train,true,,wiktionary,2189,lexicon,кӏэтӏэй,intestine,noun,кӏэтӏэй | кӏэтӏэйэхэмэ | кӏэтӏэйэм | кӏэтӏэйэхыу | кӏэтӏэйэкӏэ | кӏэтӏэйэхэм | кӏэтӏэйэхэ | кӏэтӏэйэ | кӏэтӏэйэхэкӏэ | кӏэтӏэйыу | кӏэтӏэйэхэр | кӏэтӏэйэр,accepted
wiktionary-02190,train,true,,wiktionary,2190,lexicon,кӏэупкӏэн,to ask,verb,кӏэупкӏэн,accepted
wiktionary-02191,test,true,,wiktionary,2191,lexicon,кӏэупхъухьан,to take a haircut,verb,кӏэупхъухьан,accepted
wiktionary-02192,train,true,,wiktionary,2192,lexicon,кӏэух,"end ; closing, conclusive ; (literally) tail end (the last part of a period of time, event, or situation; the concluding or final part)",noun,кӏэух,accepted
wiktionary-02193,train,true,,wiktionary,2193,lexicon,кӏэхъопсын,"to long for, to miss someone (To feel the absence of someone or something) ; to have a dream to look forward to ; to envy",verb,кӏэхъопсын,accepted
wiktionary-02194,train,true,,wiktionary,2194,lexicon,кӏэхьан,"to overtake someone and surpass him, to catch up with someone",verb,кӏэхьан | ӏукӏэхьан | ӏукӏыхьан,accepted
wiktionary-02195,train,true,,wiktionary,2195,lexicon,кӏэшъун,(Standard) to suck ; (Standard) (vulgar) to perform fellatio ; (Shapsug dialect) to suck (in the only sense of: to draw something into the mouth by inhaling) ; to drain by extracting water,verb,кӏэшъун,accepted
wiktionary-02196,train,true,,wiktionary,2196,lexicon,кӏэшӏыхьан,to construct under ; to make under,verb,кӏэшӏыхьан,accepted
wiktionary-02197,validation,true,,wiktionary,2197,lexicon,кӏэшӏэн,to harness,verb,кӏэшӏэн,accepted
wiktionary-02198,train,true,,wiktionary,2198,lexicon,кӏэщакӏо,leader ; president,noun,кӏэщакӏо | кӏэщакӏоу | кӏэщакӏохэкӏэ | кӏэщакӏохэр | кӏэщакӏом | кӏэщакӏохэм | кӏэщакӏохыу | кӏэщакӏор | кӏэщакӏокӏэ | кӏэщакӏохэмэ | кӏэщакӏохэ,accepted
wiktionary-02199,train,true,,wiktionary,2199,lexicon,кӏэӏэжьын,"to run away, to make off, to flee",verb,кӏэӏэжьын,accepted
wiktionary-02200,train,true,,wiktionary,2200,lexicon,кӏэӏэн,"to run away, to flee",verb,кӏэӏэн,accepted
wiktionary-02201,train,true,,wiktionary,2201,lexicon,лавэ,lava,noun,лавэ,accepted
wiktionary-02202,train,true,,wiktionary,2202,lexicon,лагъымэ,mine,noun,лагъымэ,accepted
wiktionary-02203,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,2203,lexicon,лагъэ,colored ; plate,adj | noun,лагъэ,accepted
wiktionary-02204,test,true,,wiktionary,2204,lexicon,лажьэ,"fault; blame ; fault, a defect ; matter (condition)",noun,лажьэ,accepted
wiktionary-02205,train,true,,wiktionary,2205,lexicon,лалэ,something that is loosed ; meat,adj | noun,лалэ | лалэхэр | лалэхэмэ | лалэм | лалэхэ | лалэхэм | лалэкӏэ | лалэхыу | лалэхэкӏэ | лалэу | лалэр,accepted
wiktionary-02206,train,true,,wiktionary,2206,lexicon,лантӏэ,"flexible, pliable, agile ; adaptable",adj,лантӏэ,accepted
wiktionary-02207,train,true,,wiktionary,2207,lexicon,ланчъэ,maple,noun,ланчъэ | ланчъэкӏэ | лачэм | ланчъэхыу | лачэхэр | ланчъэхэкӏэ | ланчъэхэм | лачэ | лачэхэм | лачэхэкӏэ | ланчъэм | ланчъэхэр | лачэхэмэ | лачэхыу | лачэхэ | ланчъэхэмэ | ланчъэу | лачэкӏэ | ланчъэхэ | лачэр | ланчъэр | лачэу,accepted
